Location,School Management,School Category,Academic Qualification,Professional Qualification,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Total
All India,Ministry of Labor,PS (I-V),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,5,2,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Post graduate,None,0,0,0,1,0,1,1,3,1,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Post graduate,Others,0,0,0,0,0,0,0,5,1,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),,B.Ed. or equivalent,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),,Diploma/degree in special education,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),,None,0,0,0,0,0,0,0,12,10,0,0,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),,Others,0,0,0,0,0,0,0,4,3,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (I-VIII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,3,0,1,1,4,1,5,2,1,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (I-VIII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (I-VIII),Graduate,M.Ed. or equivalent,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (I-VIII),Graduate,None,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (I-VIII),Graduate,Others,0,0,0,0,0,0,0,0,1,2,0,2,1,3,0,2,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (I-VIII),Higher secondary,None,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (I-VIII),Higher secondary,Others,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (I-VIII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,5,2,5,2,7,8,6,0,0,13,8,26,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (VI-VIII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (VI-VIII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (VI-VIII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,UPS (VI-VIII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Below Secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Graduate,Bachelor of Elementary Education (B.El.Ed.),2,0,0,0,2,0,2,6,5,0,0,6,5,11,0,0,0,0,0,0,0,3,1,0,0,3,1,4,2,0,2,0,2
All India,Other Central Govt. Schools,HSS (I-XII),Graduate,B.Ed. or equivalent,6,1,7,1,13,2,15,98,14,22,6,127,21,148,7,10,14,17,43,33,86,49,31,4,4,67,52,119,5,2,9,6,15
All India,Other Central Govt. Schools,HSS (I-XII),Graduate,Diploma/degree in special education,1,0,0,0,1,0,1,4,1,3,0,7,1,8,0,0,0,1,3,1,6,0,0,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,2,0,0,0,2,0,2,22,18,2,5,24,23,47,2,0,1,2,5,7,10,6,0,0,0,7,2,9,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,5,0,1,2,6,2,8,0,1,1,0,2,3,4,3,3,0,1,4,4,8,0,2,0,3,3
All India,Other Central Govt. Schools,HSS (I-XII),Graduate,None,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Graduate,Others,8,0,0,0,8,0,8,4,1,0,2,4,3,7,0,0,1,5,1,7,2,3,2,2,2,6,9,15,0,2,2,4,6
All India,Other Central Govt. Schools,HSS (I-XII),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Graduate,,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,5,0,0,3,5,6,0,5,1,1,1,6,7,0,2,1,3,4
All India,Other Central Govt. Schools,HSS (I-XII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,1,0,0,0,1,0,1,9,7,1,0,10,7,17,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Higher secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Other Central Govt. Schools,HSS (I-XII),Higher secondary,Others,1,1,0,0,1,1,2,3,1,0,0,3,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Higher secondary,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,4,0,1,0,5,0,5,0,0,1,0,2,0,4,4,3,4,3,9,6,15,1,7,5,10,15
All India,Other Central Govt. Schools,HSS (I-XII),M.Phil,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,1,1
All India,Other Central Govt. Schools,HSS (I-XII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,1,1,0,0,4,1,5,0,1,0,1,1
All India,Other Central Govt. Schools,HSS (I-XII),M.Phil,None,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,0,2,0,0,1,2,1,3,0,0,0,1,1
All India,Other Central Govt. Schools,HSS (I-XII),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Ph.D,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,2,0,0,0,2,0,6,1,2,5,8,6,14,10,1,12,6,18
All India,Other Central Govt. Schools,HSS (I-XII),Ph.D,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,2,4
All India,Other Central Govt. Schools,HSS (I-XII),Ph.D,None,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Ph.D,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,6,0,0,1,0,3,1,4,0,1,1,1,2
All India,Other Central Govt. Schools,HSS (I-XII),Ph.D,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
All India,Other Central Govt. Schools,HSS (I-XII),Post Doctoral,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,3,1,0,0,3,1,4,0,0,0,1,0,1,0,1,2,0,0,1,3,4,1,0,1,0,1
All India,Other Central Govt. Schools,HSS (I-XII),Post graduate,B.Ed. or equivalent,5,2,12,3,17,5,22,156,23,41,6,209,32,241,20,10,77,42,138,58,276,138,83,78,68,293,193,486,82,69,160,137,297
All India,Other Central Govt. Schools,HSS (I-XII),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,3,1,0,0,3,1,4,0,0,3,0,3,0,6,3,5,0,0,6,5,11,2,3,2,3,5
All India,Other Central Govt. Schools,HSS (I-XII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,1,0,0,0,1,0,1,8,1,1,0,9,1,10,0,0,0,0,1,0,2,1,1,0,0,1,1,2,0,3,0,3,3
All India,Other Central Govt. Schools,HSS (I-XII),Post graduate,M.Ed. or equivalent,1,0,0,0,1,0,1,10,3,3,1,13,4,17,1,1,7,7,11,9,22,9,3,2,6,18,16,34,3,11,5,17,22
All India,Other Central Govt. Schools,HSS (I-XII),Post graduate,None,0,0,0,0,0,0,0,5,0,1,1,6,1,7,0,0,0,4,1,5,2,5,0,0,1,5,5,10,0,2,0,3,3
All India,Other Central Govt. Schools,HSS (I-XII),Post graduate,Others,1,0,0,0,1,0,1,8,2,2,3,10,5,15,1,1,2,7,5,11,10,4,14,6,5,12,26,38,6,8,12,13,25
All India,Other Central Govt. Schools,HSS (I-XII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
All India,Other Central Govt. Schools,HSS (I-XII),Post graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (I-XII),,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Other Central Govt. Schools,HSS (I-XII),,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,1,1
All India,Other Central Govt. Schools,HSS (I-XII),,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (IX-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (VI-XII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,3,4,3,3,5,0,9,6,15,0,1,5,1,6
All India,Other Central Govt. Schools,HSS (VI-XII),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,1,2,3,0,0,0,2,2
All India,Other Central Govt. Schools,HSS (VI-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,1,2,3,0,0,0,2,2
All India,Other Central Govt. Schools,HSS (VI-XII),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (VI-XII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,3,1,4,1,5,0,0,3,1,4
All India,Other Central Govt. Schools,HSS (VI-XII),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,HSS (VI-XII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,1,4,0,0,1,4,5,0,1,0,1,1
All India,Other Central Govt. Schools,HSS (VI-XII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,2
All India,Other Central Govt. Schools,HSS (VI-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,2,1,3,4
All India,Other Central Govt. Schools,HSS (VI-XII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
All India,Other Central Govt. Schools,HSS (VI-XII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,1,5,4,1,6,1,7
All India,Other Central Govt. Schools,HSS (VI-XII),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,2
All India,Other Central Govt. Schools,HSS (VI-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,16,11,23,22,6,9,25,17,41,42,83,14,18,39,35,74
All India,Other Central Govt. Schools,HSS (VI-XII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1,0,1,0,1,0,1,1
All India,Other Central Govt. Schools,HSS (VI-XII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,1,1,5,6,2,6,3,7,10
All India,Other Central Govt. Schools,HSS (VI-XII),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,6,10,2,8,1,1,3,12,15,3,3,4,4,8
All India,Other Central Govt. Schools,HSS (VI-XII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,5,7,0,1,1,3,4
All India,Other Central Govt. Schools,HSS (XI-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
All India,Other Central Govt. Schools,HSS (XI-XII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Other Central Govt. Schools,HSS (XI-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,6
All India,Other Central Govt. Schools,HSS (XI-XII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
All India,Other Central Govt. Schools,PS (I-V),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),Graduate,B.Ed. or equivalent,1,0,3,2,4,2,6,9,3,0,0,12,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),Graduate,None,0,0,2,3,2,3,5,0,1,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),Graduate,Others,0,0,0,0,0,0,0,3,2,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),Post graduate,B.Ed. or equivalent,1,0,5,3,6,3,9,19,4,0,0,24,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,1,0,2,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),Post graduate,M.Ed. or equivalent,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),Post graduate,Others,0,0,0,0,0,0,0,2,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,PS (I-V),,Others,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Below Secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,63,23,21,6,84,29,113,6,4,16,16,43,26,86,23,14,0,0,39,30,69,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,2,0,2,0,4,0,4,0,0,0,2,2,2,4,0,0,0,0,0,2,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,3,0,1,1,4,1,5,15,12,2,1,18,14,32,0,4,1,1,3,6,6,0,1,0,0,1,2,3,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,2,4,0,0,0,5,1,6,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Graduate,None,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,2,2,4,2,0,0,0,3,1,4,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Graduate,Others,0,0,0,1,0,1,1,7,0,3,4,10,5,15,0,0,2,7,5,11,10,0,2,0,0,2,9,11,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Graduate,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,2,0,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Higher secondary,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,1,0,0,0,1,0,1,5,2,1,2,6,4,10,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Higher secondary,Others,0,0,1,0,1,0,1,3,0,0,0,4,0,4,0,1,1,1,1,2,2,0,0,0,0,1,1,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,2,1,4,5,5,0,0,7,6,13,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),M.Phil,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,2,4,6,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Ph.D,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post Doctoral,B.Ed. or equivalent,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post Doctoral,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post graduate,B.Ed. or equivalent,3,0,1,4,4,4,8,63,14,27,9,91,27,118,12,2,57,34,96,45,192,69,51,0,0,126,85,211,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,2,0,1,0,3,0,3,0,0,0,0,1,0,2,1,1,0,0,1,1,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,3,0,0,0,3,0,3,0,1,2,0,2,1,3,0,0,1,0,3,0,6,1,1,0,0,2,1,3,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,5,1,2,1,7,2,9,1,0,8,8,11,9,22,6,8,0,0,14,16,30,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post graduate,Others,0,0,0,0,0,0,0,2,0,0,1,2,1,3,0,0,9,5,9,6,18,1,3,0,0,10,8,18,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),,Diploma/degree in special education,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (I-X),,Others,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Other Central Govt. Schools,SS (IX-X),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (IX-X),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,5,9,0,0,0,0,0
All India,Other Central Govt. Schools,SS (IX-X),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
All India,Other Central Govt. Schools,SS (IX-X),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0
All India,Other Central Govt. Schools,SS (IX-X),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0
